
% frame   0
% time 0.000
% report fiber
% fiber class 1 is microtubule
%    class  identity    length      posX      posY      posZ      dirX      dirY      dirZ  endToEnd   cosinus     aster
         1        46     7.000     5.140    -0.508     2.063     0.133    -0.266     0.955     5.918    -0.072         2
         1        47     7.000     2.753     0.427     3.284    -0.142     0.108     0.984     6.947     0.934         2
         1        48     7.000     0.294    -1.683     1.628    -0.643    -0.513     0.569     6.980     0.992         2
         1        49     7.000     0.070    -0.484    -2.367    -0.758    -0.152    -0.634     6.999     1.000         2
         1        50     7.000     0.818    -2.609    -1.427    -0.508    -0.796    -0.330     6.991     0.988         2
         1        51     7.000     1.090    -1.373    -2.923    -0.464    -0.423    -0.778     6.998     0.997         2
         1        52     7.000     0.664     2.497    -1.494    -0.564     0.743    -0.360     6.996     0.996         2
         1        53     7.000     1.535    -2.898    -1.670    -0.306    -0.869    -0.388     6.992     0.990         2
         1        54     7.000     3.645     2.343    -2.532    -0.173     0.696    -0.697     6.524     0.465         2
         1        55     7.000     0.142     2.320     0.144    -0.724     0.675     0.141     6.993     0.992         2
         1        56     7.000    -0.456    -1.350    -0.389    -0.909    -0.416    -0.025     6.992     0.990         2
         1        57     7.000     2.849    -2.871    -2.105    -0.227    -0.811    -0.540     6.840     0.820         2
         1        58     7.000     2.198     3.414    -0.830    -0.205     0.958    -0.201     6.990     0.988         2
         1        59     7.000     1.425     2.895    -1.663    -0.312     0.856    -0.412     6.987     0.984         2
         1        60     7.000     0.913    -2.819    -1.052    -0.461    -0.854    -0.243     6.989     0.988         2
         1        61     7.000     3.264     3.052    -1.733    -0.209     0.878    -0.431     6.694     0.649         2
         1        62     7.000     1.463     1.908    -2.831    -0.376     0.528    -0.762     7.000     1.000         2
         1        63     7.000     2.292     2.440     2.301    -0.135     0.673     0.727     6.997     0.996         2
         1        64     7.000     2.542    -1.730     2.836    -0.153    -0.483     0.862     6.983     0.983         2
% end

% frame   14
% time 3.500
% report fiber
% fiber class 1 is microtubule
%    class  identity    length      posX      posY      posZ      dirX      dirY      dirZ  endToEnd   cosinus     aster
         1         1     7.000    -2.897     2.496    -2.078    -0.058     0.864    -0.500     6.629     0.573         1
         1         2     7.000    -3.287    -0.404    -3.188    -0.067    -0.032    -0.997     6.358     0.322         1
         1         3     7.000    -4.209     0.754     1.544    -0.436     0.431     0.790     6.412     0.367         1
         1         4     7.000    -3.197     1.532     2.220    -0.216     0.547     0.809     6.767     0.745         1
         1         5     7.000    -2.155     0.843     2.988    -0.130     0.247     0.960     6.984     0.982         1
         1         6     7.000    -1.736     3.250     0.652    -0.055     0.956     0.289     6.996     0.996         1
         1         7     7.000    -0.971     1.648    -3.295     0.232     0.493    -0.839     6.979     0.976         1
         1         8     7.000     0.179     2.953     0.018     0.378     0.919     0.114     6.980     0.976         1
         1         9     7.000    -0.855     2.403     2.041     0.076     0.713     0.697     6.976     0.970         1
         1        10     7.000    -4.479     1.314    -0.880    -0.479     0.830    -0.284     6.079     0.065         1
         1        11     7.000    -1.203     1.717     2.651    -0.066     0.503     0.862     6.958     0.952         1
         1        12     7.000    -2.795     0.387     2.878    -0.180     0.179     0.967     6.878     0.857         1
         1        13     7.000    -1.658    -3.535     0.282     0.099    -0.974     0.206     6.928     0.912         1
         1        14     7.000     0.109     2.206    -2.401     0.364     0.700    -0.614     6.982     0.979         1
         1        15     7.000    -0.957    -2.557    -2.742     0.263    -0.693    -0.671     6.948     0.941         1
         1        16     7.000    -1.457    -3.554    -0.820     0.175    -0.977    -0.120     6.924     0.918         1
         1        17     7.000    -1.604    -3.365    -1.533     0.163    -0.939    -0.303     6.875     0.861         1
         1        18     7.000     0.689     1.694    -2.387     0.597     0.550    -0.584     6.995     0.993         1
         1        19     7.000     1.782    -0.833     0.727     0.922    -0.207     0.328     6.992     0.999         1
         1        20     7.000    -3.295    -2.744     0.954    -0.171    -0.856     0.488     6.586     0.547         1
         1        21     7.000    -3.477     0.118     2.494    -0.264     0.126     0.956     6.688     0.641         1
         1        22     7.000     1.825     0.835    -0.977     0.944     0.281    -0.172     6.999     0.999         1
         1        23     7.000    -4.242     1.360     1.033    -0.440     0.694     0.570     6.357     0.300         1
         1        24     7.000    -1.511    -1.050     3.049    -0.099    -0.273     0.957     6.984     0.980         1
         1        25     7.000    -2.313    -1.292     2.863    -0.101    -0.343     0.934     6.941     0.925         1
         1        26     7.000    -2.310    -1.604    -3.315     0.113    -0.462    -0.880     6.640     0.604         1
         1        27     7.000    -0.501     0.682    -3.577     0.252     0.243    -0.937     6.996     0.998         1
         1        28     7.000    -0.708    -1.196    -3.541     0.284    -0.297    -0.912     6.982     0.980         1
         1        29     7.000    -2.703     2.536     1.603    -0.140     0.778     0.613     6.870     0.851         1
         1        30     7.000    -0.059    -2.617     1.650     0.304    -0.751     0.586     6.976     0.970         1
         1        31     7.000    -2.349    -1.470    -3.357     0.114    -0.385    -0.916     6.617     0.584         1
         1        32     7.000    -0.889    -3.361    -1.437     0.212    -0.939    -0.270     6.989     0.991         1
         1        33     7.000     3.311     3.295    -0.885    -0.146     0.969    -0.201     6.676     0.632         2
         1        34     7.000     2.110    -2.799    -2.210    -0.199    -0.799    -0.567     6.979     0.977         2
         1        35     7.000     4.223    -2.345    -1.947    -0.064    -0.798    -0.599     6.241     0.199         2
         1        36     7.000    -0.864     0.063    -0.441    -0.995    -0.084     0.049     6.951     0.949         2
         1        37     7.000     0.212     1.621    -2.153    -0.674     0.460    -0.578     6.999     0.999         2
         1        38     7.000     1.608    -2.649     1.888    -0.218    -0.763     0.608     6.989     0.985         2
         1        39     7.000    -0.829    -0.718    -0.206    -0.973    -0.231    -0.002     6.998     0.998         2
         1        40     7.000     3.915     1.424     2.645    -0.048     0.419     0.907     6.528     0.477         2
         1        41     7.000    -0.792    -0.854     0.027    -0.962    -0.255     0.096     6.998     0.998         2
         1        42     7.000     4.727    -2.015     1.469     0.092    -0.777     0.622     6.108     0.074         2
         1        43     7.000     2.068     0.323    -3.608    -0.243     0.092    -0.966     6.970     0.963         2
         1        44     7.000    -0.810    -0.161    -0.943    -0.986    -0.050    -0.162     6.995     0.995         2
         1        45     7.000     1.349     2.575     1.832    -0.239     0.782     0.576     6.969     0.964         2
         1        46     7.000     4.984    -0.511     2.078     0.133    -0.249     0.959     5.973    -0.024         2
         1        47     7.000     2.601     0.439     3.297    -0.134     0.147     0.980     6.951     0.944         2
         1        48     7.000     0.174    -1.743     1.667    -0.657    -0.512     0.554     6.996     0.999         2
         1        49     7.000    -0.068    -0.472    -2.388    -0.748    -0.141    -0.649     6.998     0.998         2
         1        50     7.000     0.633    -2.614    -1.410    -0.509    -0.797    -0.327     6.990     0.988         2
         1        51     7.000     0.962    -1.338    -2.958    -0.445    -0.385    -0.808     6.999     0.998         2
         1        52     7.000     0.539     2.502    -1.490    -0.554     0.746    -0.369     6.994     0.990         2
         1        53     7.000     1.375    -2.904    -1.686    -0.297    -0.864    -0.408     6.992     0.990         2
         1        54     7.000     3.474     2.332    -2.514    -0.158     0.680    -0.716     6.558     0.501         2
         1        55     7.000    -0.041     2.272     0.189    -0.719     0.682     0.132     6.993     0.992         2
         1        56     7.000    -0.594    -1.417    -0.405    -0.902    -0.429    -0.044     6.997     0.995         2
         1        57     7.000     2.717    -2.889    -2.101    -0.203    -0.819    -0.536     6.846     0.819         2
         1        58     7.000     2.030     3.394    -0.808    -0.204     0.959    -0.196     6.994     0.994         2
         1        59     7.000     1.351     2.903    -1.665    -0.277     0.867    -0.414     6.987     0.984         2
         1        60     7.000     0.778    -2.854    -1.050    -0.456    -0.851    -0.259     6.990     0.988         2
         1        61     7.000     3.181     3.037    -1.691    -0.176     0.889    -0.422     6.703     0.666         2
         1        62     7.000     1.372     1.907    -2.837    -0.345     0.534    -0.772     6.998     0.997         2
         1        63     7.000     2.141     2.404     2.334    -0.119     0.671     0.732     6.998     0.999         2
         1        64     7.000     2.368    -1.739     2.859    -0.137    -0.485     0.863     6.986     0.984         2
% end

% frame   15
% time 3.750
% report fiber
% fiber class 1 is microtubule
%    class  identity    length      posX      posY      posZ      dirX      dirY      dirZ  endToEnd   cosinus     aster
         1         1     7.000    -2.682     2.487    -2.074    -0.080     0.874    -0.480     6.655     0.612         1
         1         2     7.000    -3.155    -0.390    -3.102    -0.144    -0.046    -0.989     6.421     0.389         1
         1         3     7.000    -4.035     0.724     1.493    -0.508     0.404     0.761     6.491     0.456         1
         1         4     7.000    -2.982     1.536     2.234    -0.275     0.538     0.797     6.811     0.779         1
         1         5     7.000    -1.943     0.882     2.995    -0.167     0.268     0.949     6.994     0.994         1
         1         6     7.000    -1.485     3.286     0.667    -0.037     0.961     0.273     6.995     0.995         1
         1         7     7.000    -0.749     1.700    -3.271     0.221     0.511    -0.830     6.974     0.973         1
         1         8     7.000     0.367     3.030    -0.009     0.353     0.931     0.095     6.973     0.962         1
         1         9     7.000    -0.617     2.444     2.059     0.070     0.722     0.688     6.981     0.977         1
         1        10     7.000    -4.251     1.311    -0.819    -0.536     0.794    -0.288     6.195     0.140         1
         1        11     7.000    -1.006     1.742     2.681    -0.074     0.519     0.851     6.968     0.962         1
         1        12     7.000    -2.594     0.397     2.879    -0.215     0.138     0.967     6.904     0.891         1
         1        13     7.000    -1.474    -3.501     0.319     0.048    -0.977     0.207     6.948     0.937         1
         1        14     7.000     0.341     2.224    -2.415     0.350     0.685    -0.639     6.983     0.981         1
         1        15     7.000    -0.754    -2.501    -2.760     0.238    -0.704    -0.669     6.955     0.952         1
         1        16     7.000    -1.198    -3.519    -0.832     0.142    -0.982    -0.120     6.950     0.948         1
         1        17     7.000    -1.389    -3.346    -1.483     0.134    -0.941    -0.310     6.901     0.895         1
         1        18     7.000     0.898     1.750    -2.401     0.593     0.540    -0.598     6.997     0.996         1
         1        19     7.000     2.094    -0.728     0.627     0.941    -0.200     0.272     6.988     1.000         1
         1        20     7.000    -3.084    -2.703     0.952    -0.226    -0.849     0.478     6.669     0.638         1
         1        21     7.000    -3.292     0.196     2.463    -0.322     0.108     0.941     6.741     0.706         1
         1        22     7.000     2.070     0.925    -0.981     0.939     0.292    -0.182     6.999     1.000         1
         1        23     7.000    -4.021     1.341     1.045    -0.479     0.660     0.579     6.458     0.408         1
         1        24     7.000    -1.227    -1.042     3.061    -0.110    -0.286     0.952     6.971     0.961         1
         1        25     7.000    -2.175    -1.298     2.839    -0.160    -0.351     0.923     6.958     0.955         1
         1        26     7.000    -2.028    -1.606    -3.280     0.091    -0.469    -0.878     6.703     0.659         1
         1        27     7.000    -0.226     0.748    -3.544     0.242     0.253    -0.937     6.997     0.999         1
         1        28     7.000    -0.499    -1.159    -3.536     0.272    -0.271    -0.923     6.974     0.975         1
         1        29     7.000    -2.527     2.511     1.648    -0.186     0.763     0.619     6.888     0.873         1
         1        30     7.000     0.141    -2.599     1.690     0.267    -0.762     0.590     6.966     0.956         1
         1        31     7.000    -2.140    -1.465    -3.315     0.071    -0.410    -0.909     6.667     0.622         1
         1        32     7.000    -0.618    -3.321    -1.438     0.184    -0.935    -0.304     6.998     0.998         1
         1        33     7.000     3.151     3.285    -0.907    -0.136     0.972    -0.192     6.694     0.655         2
         1        34     7.000     1.945    -2.796    -2.213    -0.199    -0.787    -0.584     6.982     0.980         2
         1        35     7.000     4.122    -2.347    -1.901    -0.021    -0.804    -0.595     6.269     0.222         2
         1        36     7.000    -1.025    -0.035    -0.318    -0.980    -0.157     0.125     6.917     0.904         2
         1        37     7.000     0.119     1.566    -2.272    -0.629     0.469    -0.620     6.996     0.995         2
         1        38     7.000     1.449    -2.665     1.887    -0.197    -0.778     0.597     6.984     0.980         2
         1        39     7.000    -1.003    -0.709    -0.221    -0.973    -0.229    -0.012     6.998     0.998         2
         1        40     7.000     3.764     1.440     2.643    -0.010     0.442     0.897     6.551     0.490         2
         1        41     7.000    -0.976    -0.802     0.017    -0.974    -0.217     0.070     6.997     0.998         2
         1        42     7.000     4.573    -2.043     1.425     0.095    -0.781     0.617     6.145     0.123         2
         1        43     7.000     1.921     0.344    -3.600    -0.235     0.088    -0.968     6.974     0.971         2
         1        44     7.000    -1.000    -0.147    -0.821    -0.991    -0.036    -0.126     6.993     0.994         2
         1        45     7.000     1.185     2.582     1.827    -0.216     0.778     0.590     6.961     0.958         2
         1        46     7.000     4.854    -0.492     2.068     0.173    -0.233     0.957     6.020     0.004         2
         1        47     7.000     2.510     0.523     3.294    -0.107     0.151     0.983     6.956     0.954         2
         1        48     7.000     0.009    -1.777     1.661    -0.666    -0.516     0.539     6.997     0.999         2
         1        49     7.000    -0.195    -0.525    -2.420    -0.723    -0.158    -0.673     6.998     0.999         2
         1        50     7.000     0.500    -2.649    -1.394    -0.479    -0.808    -0.343     6.985     0.984         2
         1        51     7.000     0.858    -1.389    -2.966    -0.415    -0.415    -0.810     6.997     0.996         2
         1        52     7.000     0.363     2.478    -1.509    -0.532     0.758    -0.377     6.990     0.989         2
         1        53     7.000     1.242    -2.920    -1.688    -0.279    -0.859    -0.429     6.993     0.991         2
         1        54     7.000     3.412     2.262    -2.540    -0.128     0.678    -0.724     6.566     0.529         2
         1        55     7.000    -0.201     2.289     0.128    -0.719     0.684     0.126     6.992     0.991         2
         1        56     7.000    -0.752    -1.450    -0.394    -0.894    -0.444    -0.053     6.995     0.993         2
         1        57     7.000     2.507    -2.904    -2.069    -0.207    -0.810    -0.549     6.868     0.840         2
         1        58     7.000     1.888     3.384    -0.850    -0.166     0.967    -0.194     6.997     0.996         2
         1        59     7.000     1.175     2.878    -1.694    -0.304     0.860    -0.411     6.986     0.981         2
         1        60     7.000     0.669    -2.901    -1.027    -0.443    -0.862    -0.248     6.991     0.989         2
         1        61     7.000     3.032     3.038    -1.681    -0.150     0.891    -0.429     6.723     0.685         2
         1        62     7.000     1.226     1.929    -2.816    -0.321     0.559    -0.765     6.998     0.998         2
         1        63     7.000     2.003     2.450     2.297    -0.125     0.681     0.721     6.998     0.999         2
         1        64     7.000     2.179    -1.721     2.879    -0.128    -0.475     0.870     6.993     0.991         2
% end

% frame   16
% time 4.000
% report fiber
% fiber class 1 is microtubule
%    class  identity    length      posX      posY      posZ      dirX      dirY      dirZ  endToEnd   cosinus     aster
         1         1     7.000    -2.486     2.491    -2.057    -0.111     0.864    -0.490     6.690     0.655         1
         1         2     7.000    -2.937    -0.387    -3.050    -0.201    -0.053    -0.978     6.506     0.460         1
         1         3     7.000    -3.768     0.778     1.527    -0.534     0.390     0.750     6.597     0.550         1
         1         4     7.000    -2.792     1.512     2.256    -0.334     0.493     0.803     6.854     0.830         1
         1         5     7.000    -1.696     0.886     3.028    -0.201     0.245     0.949     6.999     0.999         1
         1         6     7.000    -1.267     3.304     0.760    -0.081     0.943     0.324     6.998     0.998         1
         1         7     7.000    -0.546     1.739    -3.258     0.217     0.513    -0.830     6.964     0.962         1
         1         8     7.000     0.612     3.091    -0.045     0.333     0.941     0.058     6.966     0.957         1
         1         9     7.000    -0.402     2.477     2.105     0.051     0.718     0.694     6.978     0.973         1
         1        10     7.000    -4.071     1.227    -0.726    -0.604     0.748    -0.276     6.318     0.281         1
         1        11     7.000    -0.736     1.755     2.722    -0.079     0.485     0.871     6.959     0.947         1
         1        12     7.000    -2.360     0.363     2.903    -0.275     0.134     0.952     6.942     0.936         1
         1        13     7.000    -1.275    -3.456     0.321     0.002    -0.981     0.194     6.972     0.971         1
         1        14     7.000     0.550     2.262    -2.442     0.348     0.669    -0.657     6.984     0.979         1
         1        15     7.000    -0.534    -2.444    -2.757     0.198    -0.706    -0.680     6.968     0.967         1
         1        16     7.000    -0.972    -3.485    -0.761     0.087    -0.991    -0.098     6.977     0.975         1
         1        17     7.000    -1.179    -3.291    -1.484     0.071    -0.944    -0.321     6.929     0.922         1
         1        18     7.000     1.153     1.776    -2.405     0.564     0.535    -0.629     6.995     0.994         1
         1        19     7.000     2.393    -0.644     0.553     0.948    -0.204     0.243     6.984     1.000         1
         1        20     7.000    -2.891    -2.647     0.917    -0.288    -0.844     0.453     6.734     0.719         1
         1        21     7.000    -3.078     0.145     2.473    -0.388     0.085     0.918     6.808     0.774         1
         1        22     7.000     2.317     1.005    -1.008     0.931     0.293    -0.219     6.998     0.999         1
         1        23     7.000    -3.824     1.326     1.019    -0.543     0.639     0.544     6.569     0.524         1
         1        24     7.000    -0.938    -1.024     3.075    -0.132    -0.303     0.944     6.964     0.956         1
         1        25     7.000    -1.897    -1.289     2.855    -0.209    -0.371     0.905     6.982     0.979         1
         1        26     7.000    -1.906    -1.591    -3.212     0.022    -0.480    -0.877     6.728     0.697         1
         1        27     7.000    -0.024     0.814    -3.533     0.238     0.230    -0.944     6.997     1.000         1
         1        28     7.000    -0.248    -1.126    -3.512     0.253    -0.288    -0.924     6.982     0.980         1
         1        29     7.000    -2.314     2.542     1.662    -0.240     0.762     0.601     6.916     0.900         1
         1        30     7.000     0.426    -2.582     1.660     0.253    -0.777     0.577     6.956     0.945         1
         1        31     7.000    -1.945    -1.385    -3.287     0.036    -0.395    -0.918     6.711     0.674         1
         1        32     7.000    -0.417    -3.284    -1.425     0.163    -0.931    -0.325     6.999     1.000         1
         1        33     7.000     2.955     3.291    -0.829    -0.100     0.977    -0.188     6.739     0.695         2
         1        34     7.000     1.719    -2.780    -2.205    -0.201    -0.776    -0.597     6.993     0.991         2
         1        35     7.000     3.986    -2.309    -1.883     0.016    -0.794    -0.608     6.307     0.260         2
         1        36     7.000    -1.232    -0.056    -0.234    -0.986    -0.115     0.119     6.926     0.908         2
         1        37     7.000    -0.082     1.538    -2.240    -0.616     0.456    -0.643     6.993     0.993         2
         1        38     7.000     1.315    -2.705     1.913    -0.174    -0.787     0.591     6.987     0.983         2
         1        39     7.000    -1.194    -0.752    -0.186    -0.970    -0.244    -0.009     6.997     0.997         2
         1        40     7.000     3.591     1.518     2.622     0.002     0.475     0.880     6.577     0.525         2
         1        41     7.000    -1.193    -0.729     0.040    -0.985    -0.168     0.033     6.997     0.999         2
         1        42     7.000     4.418    -2.010     1.468     0.126    -0.779     0.614     6.185     0.154         2
         1        43     7.000     1.739     0.328    -3.570    -0.214     0.104    -0.971     6.985     0.983         2
         1        44     7.000    -1.215    -0.106    -0.698    -0.992    -0.022    -0.124     6.991     0.997         2
         1        45     7.000     0.979     2.593     1.829    -0.230     0.791     0.567     6.966     0.960         2
         1        46     7.000     4.725    -0.471     2.055     0.210    -0.219     0.953     6.055     0.044         2
         1        47     7.000     2.322     0.530     3.327    -0.100     0.179     0.979     6.955     0.949         2
         1        48     7.000    -0.113    -1.826     1.754    -0.666    -0.512     0.542     7.000     1.000         2
         1        49     7.000    -0.401    -0.552    -2.368    -0.696    -0.155    -0.701     6.991     0.991         2
         1        50     7.000     0.317    -2.657    -1.390    -0.491    -0.794    -0.359     6.992     0.990         2
         1        51     7.000     0.762    -1.424    -2.968    -0.354    -0.435    -0.828     6.989     0.987         2
         1        52     7.000     0.236     2.475    -1.551    -0.512     0.757    -0.406     6.990     0.989         2
         1        53     7.000     1.124    -2.940    -1.690    -0.254    -0.856    -0.450     6.991     0.988         2
         1        54     7.000     3.201     2.309    -2.462    -0.099     0.680    -0.727     6.622     0.579         2
         1        55     7.000    -0.393     2.280     0.189    -0.716     0.687     0.125     6.993     0.992         2
         1        56     7.000    -0.917    -1.529    -0.392    -0.882    -0.464    -0.084     6.997     0.998         2
         1        57     7.000     2.391    -2.878    -2.091    -0.178    -0.820    -0.544     6.864     0.836         2
         1        58     7.000     1.697     3.386    -0.745    -0.163     0.967    -0.195     6.997     0.998         2
         1        59     7.000     1.011     2.871    -1.665    -0.244     0.857    -0.453     6.978     0.971         2
         1        60     7.000     0.499    -2.922    -1.005    -0.412    -0.872    -0.264     6.984     0.982         2
         1        61     7.000     2.863     2.992    -1.715    -0.119     0.883    -0.455     6.752     0.716         2
         1        62     7.000     1.069     1.865    -2.834    -0.297     0.548    -0.782     6.995     0.993         2
         1        63     7.000     1.875     2.449     2.335    -0.085     0.683     0.725     6.997     0.999         2
         1        64     7.000     2.030    -1.732     2.918    -0.106    -0.466     0.879     6.991     0.987         2
% end

% frame   17
% time 4.250
% report fiber
% fiber class 1 is microtubule
%    class  identity    length      posX      posY      posZ      dirX      dirY      dirZ  endToEnd   cosinus     aster
         1         1     7.000    -2.358     2.502    -1.939    -0.208     0.853    -0.478     6.732     0.687         1
         1         2     7.000    -2.749    -0.342    -2.968    -0.256    -0.040    -0.966     6.581     0.543         1
         1         3     7.000    -3.551     0.739     1.526    -0.605     0.367     0.706     6.724     0.682         1
         1         4     7.000    -2.568     1.523     2.270    -0.385     0.493     0.780     6.911     0.898         1
         1         5     7.000    -1.501     0.875     3.053    -0.261     0.247     0.933     6.998     0.998         1
         1         6     7.000    -1.130     3.333     0.732    -0.151     0.933     0.326     6.993     0.997         1
         1         7     7.000    -0.355     1.765    -3.235     0.197     0.507    -0.839     6.958     0.955         1
         1         8     7.000     0.819     3.146     0.012     0.328     0.940     0.091     6.971     0.961         1
         1         9     7.000    -0.169     2.499     2.152     0.035     0.722     0.691     6.974     0.966         1
         1        10     7.000    -3.866     1.128    -0.714    -0.681     0.694    -0.233     6.477     0.425         1
         1        11     7.000    -0.524     1.767     2.763    -0.112     0.474     0.873     6.953     0.942         1
         1        12     7.000    -2.150     0.392     2.915    -0.333     0.124     0.935     6.964     0.960         1
         1        13     7.000    -1.035    -3.434     0.326    -0.061    -0.986     0.158     6.993     0.992         1
         1        14     7.000     0.753     2.339    -2.400     0.330     0.681    -0.654     6.985     0.981         1
         1        15     7.000    -0.277    -2.370    -2.771     0.197    -0.698    -0.688     6.972     0.973         1
         1        16     7.000    -0.731    -3.457    -0.758     0.029    -0.994    -0.109     6.988     0.986         1
         1        17     7.000    -0.943    -3.244    -1.507     0.015    -0.944    -0.329     6.949     0.949         1
         1        18     7.000     1.385     1.792    -2.421     0.540     0.523    -0.659     6.993     0.994         1
         1        19     7.000     2.703    -0.507     0.458     0.962    -0.170     0.214     6.977     0.999         1
         1        20     7.000    -2.618    -2.642     0.950    -0.365    -0.835     0.411     6.855     0.828         1
         1        21     7.000    -2.876     0.124     2.464    -0.451     0.079     0.889     6.878     0.861         1
         1        22     7.000     2.543     1.083    -1.070     0.916     0.313    -0.249     7.000     1.000         1
         1        23     7.000    -3.640     1.219     1.044    -0.618     0.576     0.535     6.656     0.613         1
         1        24     7.000    -0.619    -1.043     3.091    -0.139    -0.309     0.941     6.958     0.951         1
         1        25     7.000    -1.660    -1.253     2.884    -0.267    -0.365     0.892     6.999     0.999         1
         1        26     7.000    -1.701    -1.592    -3.145    -0.017    -0.483    -0.876     6.779     0.758         1
         1        27     7.000     0.222     0.807    -3.513     0.235     0.193    -0.953     6.995     0.997         1
         1        28     7.000     0.029    -1.126    -3.467     0.268    -0.312    -0.912     6.985     0.983         1
         1        29     7.000    -2.108     2.548     1.686    -0.282     0.753     0.594     6.941     0.933         1
         1        30     7.000     0.685    -2.563     1.686     0.254    -0.776     0.578     6.944     0.924         1
         1        31     7.000    -1.727    -1.410    -3.220    -0.007    -0.385    -0.923     6.758     0.732         1
         1        32     7.000    -0.179    -3.251    -1.415     0.113    -0.937    -0.331     6.996     0.995         1
         1        33     7.000     2.816     3.259    -0.847    -0.067     0.974    -0.215     6.764     0.728         2
         1        34     7.000     1.523    -2.814    -2.143    -0.169    -0.807    -0.565     6.997     0.996         2
         1        35     7.000     3.813    -2.318    -1.858     0.039    -0.793    -0.608     6.359     0.317         2
         1        36     7.000    -1.434    -0.084    -0.177    -0.990    -0.127     0.065     6.940     0.915         2
         1        37     7.000    -0.266     1.545    -2.200    -0.576     0.479    -0.663     6.983     0.984         2
         1        38     7.000     1.118    -2.729     1.935    -0.184    -0.803     0.566     6.987     0.985         2
         1        39     7.000    -1.424    -0.552    -0.190    -0.975    -0.220    -0.030     6.979     0.993         2
         1        40     7.000     3.466     1.528     2.610     0.018     0.482     0.876     6.582     0.533         2
         1        41     7.000    -1.407    -0.621     0.021    -0.987    -0.153     0.044     6.992     0.997         2
         1        42     7.000     4.296    -2.005     1.445     0.168    -0.767     0.619     6.206     0.166         2
         1        43     7.000     1.577     0.395    -3.530    -0.173     0.125    -0.977     6.993     0.994         2
         1        44     7.000    -1.425    -0.068    -0.566    -0.994    -0.011    -0.108     6.991     0.991         2
         1        45     7.000     0.820     2.549     1.929    -0.228     0.780     0.582     6.974     0.971         2
         1        46     7.000     4.572    -0.438     2.054     0.245    -0.203     0.948     6.092     0.066         2
         1        47     7.000     2.133     0.500     3.365    -0.092     0.174     0.980     6.959     0.951         2
         1        48     7.000    -0.247    -1.873     1.833    -0.655    -0.529     0.540     7.000     1.000         2
         1        49     7.000    -0.566    -0.564    -2.364    -0.684    -0.148    -0.714     6.986     0.984         2
         1        50     7.000     0.156    -2.702    -1.335    -0.474    -0.801    -0.366     6.990     0.988         2
         1        51     7.000     0.588    -1.482    -2.917    -0.342    -0.443    -0.829     6.984     0.976         2
         1        52     7.000    -0.004     2.435    -1.504    -0.497     0.744    -0.446     6.980     0.979         2
         1        53     7.000     0.940    -2.937    -1.689    -0.239    -0.846    -0.476     6.986     0.981         2
         1        54     7.000     3.036     2.249    -2.473    -0.069     0.671    -0.739     6.663     0.624         2
         1        55     7.000    -0.581     2.276     0.212    -0.705     0.704     0.086     6.995     0.996         2
         1        56     7.000    -1.110    -1.539    -0.373    -0.874    -0.470    -0.125     6.995     0.996         2
         1        57     7.000     2.188    -2.894    -2.060    -0.156    -0.817    -0.555     6.892     0.872         2
         1        58     7.000     1.574     3.363    -0.808    -0.109     0.964    -0.241     6.996     0.997         2
         1        59     7.000     0.804     2.859    -1.615    -0.240     0.859    -0.452     6.977     0.975         2
         1        60     7.000     0.355    -2.960    -0.976    -0.395    -0.871    -0.292     6.983     0.983         2
         1        61     7.000     2.616     3.003    -1.655    -0.122     0.887    -0.445     6.803     0.771         2
         1        62     7.000     0.900     1.896    -2.777    -0.255     0.567    -0.783     6.989     0.987         2
         1        63     7.000     1.674     2.432     2.374    -0.075     0.701     0.709     6.999     0.999         2
         1        64     7.000     1.939    -1.761     2.950    -0.110    -0.473     0.874     6.980     0.979         2
% end

% frame   18
% time 4.500
% report fiber
% fiber class 1 is microtubule
%    class  identity    length      posX      posY      posZ      dirX      dirY      dirZ  endToEnd   cosinus     aster
         1         1     7.000    -2.193     2.437    -1.904    -0.275     0.832    -0.482     6.801     0.768         1
         1         2     7.000    -2.559    -0.380    -2.866    -0.365    -0.033    -0.931     6.715     0.665         1
         1         3     7.000    -3.366     0.631     1.508    -0.696     0.318     0.644     6.836     0.806         1
         1         4     7.000    -2.392     1.477     2.283    -0.457     0.466     0.758     6.958     0.949         1
         1         5     7.000    -1.321     0.881     3.075    -0.305     0.225     0.925     6.994     0.991         1
         1         6     7.000    -0.920     3.329     0.795    -0.171     0.937     0.304     6.998     0.999         1
         1         7     7.000    -0.135     1.786    -3.187     0.160     0.528    -0.834     6.971     0.969         1
         1         8     7.000     1.061     3.176     0.025     0.311     0.948     0.064     6.969     0.958         1
         1         9     7.000     0.104     2.545     2.160     0.015     0.739     0.673     6.966     0.958         1
         1        10     7.000    -3.659     1.007    -0.628    -0.755     0.615    -0.229     6.652     0.604         1
         1        11     7.000    -0.270     1.792     2.802    -0.132     0.494     0.859     6.936     0.917         1
         1        12     7.000    -1.901     0.399     2.951    -0.389     0.110     0.915     6.997     0.997         1
         1        13     7.000    -0.746    -3.439     0.342    -0.109    -0.980     0.166     6.999     1.000         1
         1        14     7.000     0.956     2.364    -2.381     0.299     0.689    -0.660     6.980     0.973         1
         1        15     7.000    -0.039    -2.371    -2.719     0.139    -0.700    -0.701     6.988     0.989         1
         1        16     7.000    -0.522    -3.440    -0.744    -0.016    -0.992    -0.128     6.993     0.995         1
